id_all,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,tage_seit_aussaat,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,windgeschwindigkeit_m_s,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,Ton_prozent,Schluff_prozent,Sand_prozent,C_org_prozent,ibi,irmi,daily_rain,daily_irrigation
47,24.15272727,26.5,43.98,44,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,1.57,15.92,15.92,702.57,693.92,257932.7,42.2,673.83,659.55,9.689,37.94,52.367,1.2,4.11,22.84,0,0
47,24.05772727,25.88,41.55,45,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,1.09,15.95,15.95,718.78,710.14,265909.62,42.2,689.78,675.5,9.689,37.94,52.367,1.2,4.12,22.91,0,0
47,24.04,25.34,39.53,46,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,0.87,15.98,15.98,737.32,728.67,270966.1,42.9,705.76,691.48,9.689,37.94,52.367,1.2,4.13,22.98,0.7,0
10,83,93,98,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,10,0
10,82,93,97,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,0
10,83,92,97,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,0.4,0.67
10,82,92,97,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,0,4.72
10,81,91,97,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,0
10,79,91,96,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,0
10,78,90,96,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,0,4.36
10,90.69,94.86,92.44,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,0
10,91.71,94.51,92.71,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,0
10,90.79,96.56,91.86,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,0,5.28
10,89.85,94.78,91.68,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,0,0
10,90.65,93.79,91.04,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,0
10,102.46,92.97,90.62,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,0
10,109.15,93.96,90.13,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.33,11.15,0,0
10,109.15,93.96,90.13,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.33,11.15,0,0
10,104.64,94.09,90.05,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.487,11.729,0,0
10,100.17,94.25,89.43,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.644,12.308,0,0
10,96.4,94.26,89.28,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.801,12.887,0,0
10,90.54,93.38,89.08,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,1.958,13.466,0.1,5.33
10,85.18,91.91,88.73,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.115,14.045,1.6,0
10,84.54,90.93,88.43,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.272,14.624,3.7,0
10,86.8,89.82,87.64,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.429,15.203,0,0
10,86.82,89.56,87.87,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.586,15.782,0,0
10,79.91,89.18,87.34,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.743,16.361,0,0
10,66.29,87.23,87.27,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.9,16.94,7.2,0
10,66.1,84.91,86.88,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.0475,17.215,4,0
10,81.09,83.06,86.48,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.195,17.49,0,0
10,71.16,81.47,86.5,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3425,17.765,0,0
10,71.16,81.47,86.5,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3425,17.765,0,0
10,57.24,78.52,86.07,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.49,18.04,0.3,0
10,46.84,74.76,85.42,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.55,18.22333333,2,0
10,40.96,70.68,84.74,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.61,18.40666667,6.6,0
10,40.85,67.02,83.91,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.67,18.59,4.7,0
10,45.81,64.55,83.19,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.7475,19.25,0.8,0
10,44.5,61.89,82.43,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.825,19.91,1.5,0
10,38.5,58.25,81.55,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.9025,20.57,0,0
10,32.3,53.74,80.6,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,3.98,21.23,2.7,0
10,28.33,48.16,79.07,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,3.98,21.23,1.2,0
10,26.4,42.7,77.33,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,3.98,21.23,0,0
10,25.38,37.47,75.25,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,3.98,21.23,1.5,0
10,24.81,34.31,73.01,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,3.98,21.23,2.2,0
10,24.68,33.86,71.42,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,3.98,21.23,5.3,0
39,81,91,91,3,11.81,11.81,4.2,17.6,60.16,41.7,81.5,4797.7,1.66,13.99,13.99,46.31,46.31,25092.58,0,55.6,55.6,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
39,79,90,91,4,13.56,13.56,5.8,19.5,58.82,40.9,84.4,6101.1,2.14,14.05,14.05,59.87,59.87,31193.68,0,69.65,69.65,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.5
39,77,89,90,5,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,2.15,14.11,14.11,72.89,72.89,34931.4,0,83.76,83.76,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
39,76,89,90,6,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,0.98,14.16,14.16,85.33,85.33,36861.6,0,97.92,97.92,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
39,74,88,90,7,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,1.18,14.22,14.22,95.71,95.71,41459.43,0.2,112.14,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.2,0
39,74,88,90,8,8.65,0,5.8,10,85.22,79.8,91,1218,1.18,14.28,0,104.36,95.71,42677.43,8.2,126.42,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,8,0
39,74,87,89,9,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,1.59,14.34,14.34,116.84,108.19,49486.22,8.2,140.76,126.48,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
39,88.49,89.24,93.08,10,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,0.89,14.39,14.39,130.35,121.7,56695.68,8.2,155.15,140.87,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.6
39,111.18,89.72,93.2,11,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,1.52,14.45,14.45,144.15,135.5,61168.18,8.2,169.6,155.32,9.689,37.94,52.367,1.2,0.220139487,11.05031427,0,0
39,104.59,89.43,91.38,12,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,1.69,14.5,14.5,154.74,146.09,63254.28,10.3,184.1,169.82,9.689,37.94,52.367,1.2,0.272503045,11.47430099,2.1,0
39,96.48,89.53,91.31,13,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,1.24,14.56,14.56,167.66,159.01,67511.77,10.3,198.66,184.38,9.689,37.94,52.367,1.2,0.336538221,11.90415394,0,0
39,92.04,91.19,93.16,14,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,1.2,14.61,14.61,182.65,174,73691.65,10.3,213.27,198.99,9.689,37.94,52.367,1.2,0.41429326,12.33876207,0,7.6
39,110.71,91.44,93.31,15,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,1.83,14.67,14.67,199.59,190.94,79026.02,10.3,227.94,213.66,9.689,37.94,52.367,1.2,0.508020915,12.77755983,0,0
39,96.86,91.55,93.11,16,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,1.7,14.72,14.72,215.89,207.24,84337.55,10.4,242.66,228.38,9.689,37.94,52.367,1.2,0.61982062,13.21934492,0.1,0
39,85.6,90.5,92.33,18,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,1.22,14.83,14.83,246.38,237.73,93622.12,11.1,272.26,257.98,9.689,37.94,52.367,1.2,0.904795464,14.10840235,0.7,8
39,101.68,90.52,93.29,19,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,1.03,14.88,14.88,262.85,254.2,100387.48,11.1,287.14,272.86,9.689,37.94,52.367,1.2,1.07985023,14.55373266,0,0
39,93.5,90.2,91.98,20,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,1.52,14.93,14.93,279.6,270.95,104918.75,15.4,302.07,287.79,9.689,37.94,52.367,1.2,1.276028411,14.9981835,4.3,0
39,102.14,90.04,92.56,21,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,0.96,14.98,14.98,297.1,288.45,112333.18,15.4,317.05,302.77,9.689,37.94,52.367,1.2,1.491119146,15.44076899,0,4.3
39,102.26,90.24,92.8,22,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,0.82,15.03,15.03,315.44,306.79,118139.57,15.4,332.08,317.8,9.689,37.94,52.367,1.2,1.721316083,15.88051333,0,0
39,87.98,90.49,93.83,23,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,1.74,15.08,15.08,336.68,328.03,125587,15.4,347.16,332.88,9.689,37.94,52.367,1.2,1.961351664,16.31645942,0,0
39,70.55,88.43,92.48,24,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,1.55,15.13,15.13,356.36,347.71,132647.85,15.4,362.29,348.01,9.689,37.94,52.367,1.2,2.204904495,16.74767727,0,0
39,56.34,84.39,90.9,25,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,1.43,15.18,15.18,372.91,364.26,140041,15.4,377.47,363.19,9.689,37.94,52.367,1.2,2.445230884,17.1732719,0,0
39,45.9,79.88,90.67,26,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,0.97,15.22,15.22,390.69,382.04,147696.75,15.4,392.69,378.41,9.689,37.94,52.367,1.2,2.675748272,17.59211822,0,16.3
39,73.62,75.75,88.67,27,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,1.16,15.27,15.27,409.78,401.13,155032.7,15.4,407.96,393.68,9.689,37.94,52.367,1.2,2.891165574,18.00369685,0,0
39,65.79,73.44,87,28,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,1.1,15.32,15.32,428.08,419.43,159325.7,24.6,423.28,409,9.689,37.94,52.367,1.2,3.08746389,18.40726025,9.2,0
39,72.91,72.32,85.62,29,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,0.78,15.36,15.36,447.95,439.3,166526.6,24.6,438.64,424.36,9.689,37.94,52.367,1.2,3.262138985,18.80186692,0,0
39,47.29,70.26,85.01,30,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,0.95,15.41,15.41,470,461.35,174013.9,24.6,454.05,439.77,9.689,37.94,52.367,1.2,3.41447863,19.18716002,0,0
39,33.14,65.93,83.95,31,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,1.13,15.45,15.45,491.1,482.45,179820.4,28.9,469.5,455.22,9.689,37.94,52.367,1.2,3.544847756,19.56234335,4.3,0
39,27.09,56.17,77.91,33,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,1.49,15.53,15.53,528.24,519.59,190875.78,35.1,500.52,486.24,9.689,37.94,52.367,1.2,3.712,19.13,6.2,0
39,25.98,52.34,76.59,34,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,0.9,15.57,15.57,546.06,537.41,198202.45,35.1,516.09,501.81,9.689,37.94,52.367,1.2,3.764,19.44,0,0
39,25.28,48.07,73.85,35,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,1.36,15.61,15.61,564.97,556.32,203180.78,38.9,531.7,517.42,9.689,37.94,52.367,1.2,3.816,19.75,3.8,4.9
39,24.73,44.06,69.74,36,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,1.67,15.65,15.65,581.13,572.48,209507.62,41.7,547.35,533.07,9.689,37.94,52.367,1.2,3.868,20.06,2.8,0
39,24.36,40.99,67.43,37,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,1.34,15.69,15.69,597.16,588.51,216615.98,41.7,563.04,548.76,9.689,37.94,52.367,1.2,3.92,20.37,0,0
39,24.07,37.33,64.52,38,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,1.43,15.73,15.73,615.1,606.45,221946.9,41.7,578.77,564.49,9.689,37.94,52.367,1.2,3.954,20.644,0,22.8
39,23.97,34.8,62.29,39,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,2.1,15.76,15.76,632.06,623.41,226499.4,42.2,594.53,580.25,9.689,37.94,52.367,1.2,3.988,20.918,0.5,0
39,24,33.62,60.61,40,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,1.81,15.8,15.8,645.99,637.35,233930.4,42.2,610.33,596.05,9.689,37.94,52.367,1.2,4.022,21.192,0,0
39,24.08,32.04,58.33,41,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,1.66,15.83,15.83,658.72,650.07,240198.38,42.2,626.16,611.88,9.689,37.94,52.367,1.2,4.056,21.466,0,0
39,24.07,30.67,56.82,42,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,0.95,15.86,15.86,671.31,662.66,245119.22,42.2,642.02,627.74,9.689,37.94,52.367,1.2,4.09,21.74,0,18.1
39,24.06,29.65,55.41,43,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,1.02,15.89,15.89,686.34,677.69,251110.55,42.2,657.91,643.63,9.689,37.94,52.367,1.2,4.125,22.0625,0,0
39,24.05,28.92,54.04,44,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,1.57,15.92,15.92,702.57,693.92,257932.7,42.2,673.83,659.55,9.689,37.94,52.367,1.2,4.16,22.385,0,0
39,23.98,27.98,52.65,45,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,1.09,15.95,15.95,718.78,710.14,265909.62,42.2,689.78,675.5,9.689,37.94,52.367,1.2,4.195,22.7075,0,0
39,23.95,27.23,51.63,46,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,0.87,15.98,15.98,737.32,728.67,270966.1,42.9,705.76,691.48,9.689,37.94,52.367,1.2,4.23,23.03,0.7,0
70,62,67,81.3,21,12.23,12.23,7,16.3,76.64,46.9,100,4758.9,3.24,14.46,14.46,192.05,127.92,114876.6,17.05,304.79,168.83,38.643,38.654,22.67,1.2,0.272184636,11.47194977,17.05,0
70,62.7,66.3,80.6,22,7,0,1.9,9.5,78.84,58.7,100,2128.7,1.33,14.52,0,199.05,127.92,117005.3,17.18,319.31,168.83,38.643,38.654,22.67,1.2,0.272184636,11.47194977,0.13,0
70,62.5,65,79.5,23,9.18,9.18,2.9,13.8,74,54.4,100,3713.9,1.52,14.57,14.57,208.23,137.1,120719.2,17.18,333.88,183.4,38.643,38.654,22.67,1.2,0.336199841,11.90207884,0,0
70,61.4,62.7,77.6,24,10.26,10.26,6.6,13.1,58.2,46,73.8,5087.4,2.77,14.63,14.63,218.49,147.36,125806.6,17.18,348.51,198.03,38.643,38.654,22.67,1.2,0.414001789,12.33727011,0,0
70,60,60.3,75.5,25,9.58,9.58,4.1,14.8,63.19,39.8,92.3,5019.4,1.71,14.68,14.68,228.07,156.94,130826,17.18,363.19,212.71,38.643,38.654,22.67,1.2,0.507742196,12.77636093,0,0
70,59.3,58.4,73.8,26,10.77,10.77,6.7,14.5,71,43.4,87.9,3786.5,5.71,14.73,14.73,238.84,167.71,134612.5,17.63,377.92,227.44,38.643,38.654,22.67,1.2,0.619573455,13.21844367,0.45,0
70,59.1,57.2,72.7,27,8.99,0,7.3,12.3,75.08,51.9,98.5,5541.6,4.48,14.79,0,247.83,167.71,140154.1,19.46,392.71,227.44,38.643,38.654,22.67,1.2,0.619573455,13.21844367,1.83,0
70,55.24,55.86,55.45,28,7.55,0,5.4,9.7,92.22,75.3,100,1711.5,2.53,14.84,0,255.38,167.71,141865.6,22.51,407.55,227.44,38.643,38.654,22.67,1.2,0.619573455,13.21844367,3.05,0
70,54.24,55.35,55.08,29,9.25,9.25,4.1,13.3,71.88,45.9,96.4,6490.9,2.71,14.89,14.89,264.63,176.96,148356.5,22.51,422.44,242.33,38.643,38.654,22.67,1.2,0.752454162,13.66588392,0,0
70,54.48,55.97,55.55,30,10.15,10.15,1,17.7,67.79,41.4,100,4879,1.6,14.94,14.94,274.78,187.11,153235.5,22.51,437.38,257.27,38.643,38.654,22.67,1.2,0.907007293,14.1143994,0,0
70,54.48,55.97,55.55,30,10.15,10.15,1,17.7,67.79,41.4,100,4879,1.6,14.94,14.94,274.78,187.11,153235.5,22.51,437.38,257.27,38.643,38.654,22.67,1.2,0.907007293,14.1143994,0,0
70,54.18,57.98,56.71,31,19.26,19.26,7.7,29.6,59.66,32.1,96.7,7418.6,1.97,14.99,14.99,294.04,206.37,160654.1,22.51,452.37,272.26,38.643,38.654,22.67,1.2,1.083720154,14.56298857,0,0
70,54.18,57.98,56.71,31,19.26,19.26,7.7,29.6,59.66,32.1,96.7,7418.6,1.97,14.99,14.99,294.04,206.37,160654.1,22.51,452.37,272.26,38.643,38.654,22.67,1.2,1.083720154,14.56298857,0,0
70,49.38,53.98,54.4,32,16.39,16.39,12.8,19.8,79.32,56.9,100,1955,1.98,15.04,15.04,310.43,222.76,162609.1,24.95,467.41,287.3,38.643,38.654,22.67,1.2,1.281824811,15.01064265,2.44,0
70,49.38,53.98,54.4,32,16.39,16.39,12.8,19.8,79.32,56.9,100,1955,1.98,15.04,15.04,310.43,222.76,162609.1,24.95,467.41,287.3,38.643,38.654,22.67,1.2,1.281824811,15.01064265,0,2.44
70,47.7,53.83,54.88,33,13.21,13.21,11.4,15.4,99.12,92.6,100,1708.3,1.57,15.09,15.09,323.64,235.97,164317.4,27.42,482.5,302.39,38.643,38.654,22.67,1.2,2.25,16.3,2.47,0
70,47.7,53.83,54.88,33,13.21,13.21,11.4,15.4,99.12,92.6,100,1708.3,1.57,15.09,15.09,323.64,235.97,164317.4,27.42,482.5,302.39,38.643,38.654,22.67,1.2,2.25,16.3,0,2.47
70,47.4,53.86,54.92,34,13.1,13.1,9.3,15.9,85.46,65.1,100,3057.3,1.55,15.14,15.14,336.74,249.07,167374.7,27.58,497.64,317.53,38.643,38.654,22.67,1.2,2.325714286,16.4,0.16,0
70,47.4,53.86,54.92,34,13.1,13.1,9.3,15.9,85.46,65.1,100,3057.3,1.55,15.14,15.14,336.74,249.07,167374.7,27.58,497.64,317.53,38.643,38.654,22.67,1.2,2.325714286,16.4,0,0.16
70,47.33,53.74,54.76,35,12.06,12.06,6.8,17.7,81.79,53.6,100,5043.2,1.84,15.19,15.19,348.8,261.13,172417.9,28.58,512.83,332.72,38.643,38.654,22.67,1.2,2.401428571,16.5,1,0
70,45.61,53.2,54.48,36,11.94,11.94,8.7,16.6,83.42,59.2,98,4022.6,2.26,15.24,15.24,360.74,273.07,176440.5,29.44,528.07,347.96,38.643,38.654,22.67,1.2,2.477142857,16.6,0.86,0
70,43.89,52.73,54.23,37,11.4,11.4,8.4,14.9,88.66,68.6,100,3584.4,3.2,15.28,15.28,372.14,284.47,180024.9,32.11,543.35,363.24,38.643,38.654,22.67,1.2,2.552857143,16.7,2.67,0
70,42.79,53.04,54.47,38,13.17,13.17,9,18.5,82.19,52.9,100,5964.7,3.76,15.33,15.33,385.31,297.64,185989.6,32.61,558.68,378.57,38.643,38.654,22.67,1.2,2.628571429,16.8,0.5,0
70,40.53,51.69,53.64,39,12.49,12.49,10.1,15.6,86.29,69.5,100,5371.5,3.89,15.37,15.37,397.8,310.13,191361.1,35.33,574.05,393.94,38.643,38.654,22.67,1.2,2.704285714,16.9,2.72,0
70,38.79,51.15,53.58,40,12.41,12.41,10,16.7,83.59,58.4,100,5433,2.61,15.42,15.42,410.21,322.54,196794.1,36.26,589.47,409.36,38.643,38.654,22.67,1.2,2.78,17,0.93,0
70,38.79,51.15,53.58,40,12.41,12.41,10,16.7,83.59,58.4,100,5433,2.61,15.42,15.42,410.21,322.54,196794.1,36.26,589.47,409.36,38.643,38.654,22.67,1.2,2.78,17,0,0.93
70,37.09,50.51,53.33,41,11.64,11.64,7.2,16,80.41,50.2,100,4607.7,1.92,15.46,15.46,421.85,334.18,201401.8,38.54,604.93,424.82,38.643,38.654,22.67,1.2,2.923333333,17.56666667,2.28,0
70,37.09,50.51,53.33,41,11.64,11.64,7.2,16,80.41,50.2,100,4607.7,1.92,15.46,15.46,421.85,334.18,201401.8,38.54,604.93,424.82,38.643,38.654,22.67,1.2,2.923333333,17.56666667,0,2.28
70,35.74,50.12,53.27,42,12.95,12.95,9,16.9,76.2,56.1,100,4784.4,2.06,15.5,15.5,434.8,347.13,206186.2,39.14,620.43,440.32,38.643,38.654,22.67,1.2,3.066666667,18.13333333,0.6,0
70,35.74,50.12,53.27,42,12.95,12.95,9,16.9,76.2,56.1,100,4784.4,2.06,15.5,15.5,434.8,347.13,206186.2,39.14,620.43,440.32,38.643,38.654,22.67,1.2,3.066666667,18.13333333,0,0.6
70,34.64,49.7,53.23,43,14.06,14.06,11.4,17.6,71.04,55.6,88.1,3823.4,4.46,15.54,15.54,448.86,361.19,210009.6,39.14,635.97,455.86,38.643,38.654,22.67,1.2,3.21,18.7,0,0
70,34.64,49.7,53.23,43,14.06,14.06,11.4,17.6,71.04,55.6,88.1,3823.4,4.46,15.54,15.54,448.86,361.19,210009.6,39.14,635.97,455.86,38.643,38.654,22.67,1.2,3.21,18.7,0,0
