id_all,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,tage_seit_aussaat,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,windgeschwindigkeit_m_s,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,Ton_prozent,Schluff_prozent,Sand_prozent,C_org_prozent,ibi,irmi,daily_rain,daily_irrigation
44,74,87,89,9,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,1.59,14.34,14.34,116.84,108.19,49486.22,8.2,140.76,126.48,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
44,97.95,95.61,101.11,10,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,0.89,14.39,14.39,130.35,121.7,56695.68,8.2,155.15,140.87,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.5
44,116.09,96.78,101.11,11,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,1.52,14.45,14.45,144.15,135.5,61168.18,8.2,169.6,155.32,9.689,37.94,52.367,1.2,0.220139487,11.05031427,0,0
44,109.68,97.53,100.72,12,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,1.69,14.5,14.5,154.74,146.09,63254.28,10.3,184.1,169.82,9.689,37.94,52.367,1.2,0.272503045,11.47430099,2.1,0
44,105.27,97.61,100.17,13,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,1.24,14.56,14.56,167.66,159.01,67511.77,10.3,198.66,184.38,9.689,37.94,52.367,1.2,0.336538221,11.90415394,0,0
44,102.72,97.92,101.28,14,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,1.2,14.61,14.61,182.65,174,73691.65,10.3,213.27,198.99,9.689,37.94,52.367,1.2,0.41429326,12.33876207,0,7.4
44,119.16,98.5,101.06,15,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,1.83,14.67,14.67,199.59,190.94,79026.02,10.3,227.94,213.66,9.689,37.94,52.367,1.2,0.508020915,12.77755983,0,0
44,109.49,99.47,101.19,16,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,1.7,14.72,14.72,215.89,207.24,84337.55,10.4,242.66,228.38,9.689,37.94,52.367,1.2,0.61982062,13.21934492,0.1,0
44,101.17,97.77,101.43,18,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,1.22,14.83,14.83,246.38,237.73,93622.12,11.1,272.26,257.98,9.689,37.94,52.367,1.2,0.904795464,14.10840235,0.7,15.7
44,169.59,122.77,109.14,19,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,1.03,14.88,14.88,262.85,254.2,100387.48,11.1,287.14,272.86,9.689,37.94,52.367,1.2,1.07985023,14.55373266,0,10.3
44,172.93,165.17,165.03,20,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,1.52,14.93,14.93,279.6,270.95,104918.75,15.4,302.07,287.79,9.689,37.94,52.367,1.2,1.276028411,14.9981835,4.3,0
44,160.41,157.41,173.42,21,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,0.96,14.98,14.98,297.1,288.45,112333.18,15.4,317.05,302.77,9.689,37.94,52.367,1.2,1.491119146,15.44076899,0,4.2
44,144.3,141.28,157.92,22,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,0.82,15.03,15.03,315.44,306.79,118139.57,15.4,332.08,317.8,9.689,37.94,52.367,1.2,1.721316083,15.88051333,0,0
44,124.68,131.36,148.37,23,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,1.74,15.08,15.08,336.68,328.03,125587,15.4,347.16,332.88,9.689,37.94,52.367,1.2,1.961351664,16.31645942,0,0
44,108.76,123.38,140.52,24,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,1.55,15.13,15.13,356.36,347.71,132647.85,15.4,362.29,348.01,9.689,37.94,52.367,1.2,2.204904495,16.74767727,0,0
44,93.31,116.5,132.98,25,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,1.43,15.18,15.18,372.91,364.26,140041,15.4,377.47,363.19,9.689,37.94,52.367,1.2,2.445230884,17.1732719,0,0
44,78.08,111.17,129.44,26,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,0.97,15.22,15.22,390.69,382.04,147696.75,15.4,392.69,378.41,9.689,37.94,52.367,1.2,2.675748272,17.59211822,0,24.3
44,150.25,144.48,160.68,27,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,1.16,15.27,15.27,409.78,401.13,155032.7,15.4,407.96,393.68,9.689,37.94,52.367,1.2,2.891165574,18.00369685,0,0
44,129.52,135.56,157.9,28,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,1.1,15.32,15.32,428.08,419.43,159325.7,24.6,423.28,409,9.689,37.94,52.367,1.2,3.08746389,18.40726025,9.2,0
44,134.17,135.7,156.84,29,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,0.78,15.36,15.36,447.95,439.3,166526.6,24.6,438.64,424.36,9.689,37.94,52.367,1.2,3.262138985,18.80186692,0,0
44,102.74,125.41,147.18,30,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,0.95,15.41,15.41,470,461.35,174013.9,24.6,454.05,439.77,9.689,37.94,52.367,1.2,3.41447863,19.18716002,0,0
44,76.83,115.96,137.96,31,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,1.13,15.45,15.45,491.1,482.45,179820.4,28.9,469.5,455.22,9.689,37.94,52.367,1.2,3.544847756,19.56234335,4.3,0
44,61.63,98.55,123.19,33,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,1.49,15.53,15.53,528.24,519.59,190875.78,35.1,500.52,486.24,9.689,37.94,52.367,1.2,3.656,18.566,6.2,0
44,49.41,89.39,117.04,34,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,0.9,15.57,15.57,546.06,537.41,198202.45,35.1,516.09,501.81,9.689,37.94,52.367,1.2,3.702,18.862,0,0
44,39.98,80.05,111.17,35,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,1.36,15.61,15.61,564.97,556.32,203180.78,38.9,531.7,517.42,9.689,37.94,52.367,1.2,3.748,19.158,3.8,4.7
44,37.82,72.98,104.54,36,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,1.67,15.65,15.65,581.13,572.48,209507.62,41.7,547.35,533.07,9.689,37.94,52.367,1.2,3.794,19.454,2.8,0
44,34.97,66.64,100.46,37,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,1.34,15.69,15.69,597.16,588.51,216615.98,41.7,563.04,548.76,9.689,37.94,52.367,1.2,3.84,19.75,0,29.8
44,149.59,92.35,106.26,38,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,1.43,15.73,15.73,615.1,606.45,221946.9,41.7,578.77,564.49,9.689,37.94,52.367,1.2,3.876,19.994,0,0
44,112.1,107.19,119.46,39,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,2.1,15.76,15.76,632.06,623.41,226499.4,42.2,594.53,580.25,9.689,37.94,52.367,1.2,3.912,20.238,0.5,0
44,87.31,96.05,114.74,40,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,1.81,15.8,15.8,645.99,637.35,233930.4,42.2,610.33,596.05,9.689,37.94,52.367,1.2,3.948,20.482,0,21.2
44,165.42,96.29,110.4,41,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,1.66,15.83,15.83,658.72,650.07,240198.38,42.2,626.16,611.88,9.689,37.94,52.367,1.2,3.984,20.726,0,0
44,120.24,103.02,113.96,42,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,0.95,15.86,15.86,671.31,662.66,245119.22,42.2,642.02,627.74,9.689,37.94,52.367,1.2,4.02,20.97,0,0
44,97.41,94.39,110.58,43,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,1.02,15.89,15.89,686.34,677.69,251110.55,42.2,657.91,643.63,9.689,37.94,52.367,1.2,4.07,21.4125,0,0
44,72.16,80.91,104.08,44,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,1.57,15.92,15.92,702.57,693.92,257932.7,42.2,673.83,659.55,9.689,37.94,52.367,1.2,4.12,21.855,0,0
44,47.28,65.33,97.26,45,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,1.09,15.95,15.95,718.78,710.14,265909.62,42.2,689.78,675.5,9.689,37.94,52.367,1.2,4.17,22.2975,0,0
44,34.3,57.66,93.35,46,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,0.87,15.98,15.98,737.32,728.67,270966.1,42.9,705.76,691.48,9.689,37.94,52.367,1.2,4.22,22.74,0.7,0
45,81,91,91,3,11.81,11.81,4.2,17.6,60.16,41.7,81.5,4797.7,1.66,13.99,13.99,46.31,46.31,25092.58,0,55.6,55.6,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
45,79,90,91,4,13.56,13.56,5.8,19.5,58.82,40.9,84.4,6101.1,2.14,14.05,14.05,59.87,59.87,31193.68,0,69.65,69.65,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,6.9
45,77,89,90,5,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,2.15,14.11,14.11,72.89,72.89,34931.4,0,83.76,83.76,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
45,76,89,90,6,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,0.98,14.16,14.16,85.33,85.33,36861.6,0,97.92,97.92,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
45,74,88,90,7,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,1.18,14.22,14.22,95.71,95.71,41459.43,0.2,112.14,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.2,0
45,74,88,90,8,8.65,0,5.8,10,85.22,79.8,91,1218,1.18,14.28,0,104.36,95.71,42677.43,8.2,126.42,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,8,0
45,74,87,89,9,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,1.59,14.34,14.34,116.84,108.19,49486.22,8.2,140.76,126.48,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
45,102.04,95.11,96.43,10,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,0.89,14.39,14.39,130.35,121.7,56695.68,8.2,155.15,140.87,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.1
45,105.62,96.19,96.07,11,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,1.52,14.45,14.45,144.15,135.5,61168.18,8.2,169.6,155.32,9.689,37.94,52.367,1.2,0.220139487,11.05031427,0,0
45,121.23,97.71,95.64,12,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,1.69,14.5,14.5,154.74,146.09,63254.28,10.3,184.1,169.82,9.689,37.94,52.367,1.2,0.272503045,11.47430099,2.1,0
45,116.23,98.85,95.5,13,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,1.24,14.56,14.56,167.66,159.01,67511.77,10.3,198.66,184.38,9.689,37.94,52.367,1.2,0.336538221,11.90415394,0,0
45,111.7209091,100.54,96.54,14,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,1.2,14.61,14.61,182.65,174,73691.65,10.3,213.27,198.99,9.689,37.94,52.367,1.2,0.41429326,12.33876207,0,7.1
45,107.9318182,100.3,96.38,15,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,1.83,14.67,14.67,199.59,190.94,79026.02,10.3,227.94,213.66,9.689,37.94,52.367,1.2,0.508020915,12.77755983,0,0
45,119.2845455,102.13,96.98,16,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,1.7,14.72,14.72,215.89,207.24,84337.55,10.4,242.66,228.38,9.689,37.94,52.367,1.2,0.61982062,13.21934492,0.1,0
45,109.2809091,100.6,97.65,18,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,1.22,14.83,14.83,246.38,237.73,93622.12,11.1,272.26,257.98,9.689,37.94,52.367,1.2,0.904795464,14.10840235,0.7,0.3
45,103.8036364,99.98,97.92,19,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,1.03,14.88,14.88,262.85,254.2,100387.48,11.1,287.14,272.86,9.689,37.94,52.367,1.2,1.07985023,14.55373266,0,0
45,100.0509091,97.16,97.57,20,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,1.52,14.93,14.93,279.6,270.95,104918.75,15.4,302.07,287.79,9.689,37.94,52.367,1.2,1.276028411,14.9981835,4.3,0
45,95.31636364,95.79,97.22,21,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,0.96,14.98,14.98,297.1,288.45,112333.18,15.4,317.05,302.77,9.689,37.94,52.367,1.2,1.491119146,15.44076899,0,3.9
45,90.14727273,94.25,96.66,22,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,0.82,15.03,15.03,315.44,306.79,118139.57,15.4,332.08,317.8,9.689,37.94,52.367,1.2,1.721316083,15.88051333,0,0
45,88.36909091,92.37,96.38,23,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,1.74,15.08,15.08,336.68,328.03,125587,15.4,347.16,332.88,9.689,37.94,52.367,1.2,1.961351664,16.31645942,0,0
45,85.56,88.4,95.86,24,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,1.55,15.13,15.13,356.36,347.71,132647.85,15.4,362.29,348.01,9.689,37.94,52.367,1.2,2.204904495,16.74767727,0,0
45,77.40545455,82.93,95.04,25,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,1.43,15.18,15.18,372.91,364.26,140041,15.4,377.47,363.19,9.689,37.94,52.367,1.2,2.445230884,17.1732719,0,0
45,62.46818182,77.91,93.69,26,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,0.97,15.22,15.22,390.69,382.04,147696.75,15.4,392.69,378.41,9.689,37.94,52.367,1.2,2.675748272,17.59211822,0,0
45,50.26090909,72.15,92.83,27,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,1.16,15.27,15.27,409.78,401.13,155032.7,15.4,407.96,393.68,9.689,37.94,52.367,1.2,2.891165574,18.00369685,0,0
45,41.38090909,65.9,92.21,28,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,1.1,15.32,15.32,428.08,419.43,159325.7,24.6,423.28,409,9.689,37.94,52.367,1.2,3.08746389,18.40726025,9.2,0
45,34.83545455,61.73,90.03,29,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,0.78,15.36,15.36,447.95,439.3,166526.6,24.6,438.64,424.36,9.689,37.94,52.367,1.2,3.262138985,18.80186692,0,0
45,30.01727273,56.47,88.43,30,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,0.95,15.41,15.41,470,461.35,174013.9,24.6,454.05,439.77,9.689,37.94,52.367,1.2,3.41447863,19.18716002,0,0
45,27.17363636,50.27,85.72,31,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,1.13,15.45,15.45,491.1,482.45,179820.4,28.9,469.5,455.22,9.689,37.94,52.367,1.2,3.544847756,19.56234335,4.3,0
45,25.32545455,42.56,80.47,33,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,1.49,15.53,15.53,528.24,519.59,190875.78,35.1,500.52,486.24,9.689,37.94,52.367,1.2,3.556,19.346,6.2,0
45,24.77727273,39.32,77.57,34,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,0.9,15.57,15.57,546.06,537.41,198202.45,35.1,516.09,501.81,9.689,37.94,52.367,1.2,3.642,19.702,0,0
45,24.45,35.04,74.17,35,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,1.36,15.61,15.61,564.97,556.32,203180.78,38.9,531.7,517.42,9.689,37.94,52.367,1.2,3.728,20.058,3.8,4.5
45,24.15,32.73,70.41,36,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,1.67,15.65,15.65,581.13,572.48,209507.62,41.7,547.35,533.07,9.689,37.94,52.367,1.2,3.814,20.414,2.8,0
45,24.12818182,31.32,67.28,37,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,1.34,15.69,15.69,597.16,588.51,216615.98,41.7,563.04,548.76,9.689,37.94,52.367,1.2,3.9,20.77,0,0
45,24.15181818,28.95,63.52,38,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,1.43,15.73,15.73,615.1,606.45,221946.9,41.7,578.77,564.49,9.689,37.94,52.367,1.2,3.944,21.158,0,0
45,24.89818182,27.44,59.48,39,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,2.1,15.76,15.76,632.06,623.41,226499.4,42.2,594.53,580.25,9.689,37.94,52.367,1.2,3.988,21.546,0.5,0
45,25.95272727,26.52,55.31,40,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,1.81,15.8,15.8,645.99,637.35,233930.4,42.2,610.33,596.05,9.689,37.94,52.367,1.2,4.032,21.934,0,0
45,25.88909091,25.91,50.76,41,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,1.66,15.83,15.83,658.72,650.07,240198.38,42.2,626.16,611.88,9.689,37.94,52.367,1.2,4.076,22.322,0,0
45,24.96545455,25.51,47.04,42,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,0.95,15.86,15.86,671.31,662.66,245119.22,42.2,642.02,627.74,9.689,37.94,52.367,1.2,4.12,22.71,0,0
45,24.50818182,25.24,43.45,43,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,1.02,15.89,15.89,686.34,677.69,251110.55,42.2,657.91,643.63,9.689,37.94,52.367,1.2,4.125,22.77,0,0
45,24.27181818,24.94,39.79,44,16.23,16.23,9.5,23,55.98,32.6,83.1,6822.15,1.57,15.92,15.92,702.57,693.92,257932.7,42.2,673.83,659.55,9.689,37.94,52.367,1.2,4.13,22.83,0,0
45,24.18272727,24.66,36.41,45,16.21,16.21,7.3,22.9,54.72,31.4,86.5,7976.92,1.09,15.95,15.95,718.78,710.14,265909.62,42.2,689.78,675.5,9.689,37.94,52.367,1.2,4.135,22.89,0,0
45,24.11,24.48,33.75,46,18.53,18.53,10.5,25.6,64.68,43.9,91.8,5056.48,0.87,15.98,15.98,737.32,728.67,270966.1,42.9,705.76,691.48,9.689,37.94,52.367,1.2,4.14,22.95,0.7,0
47,81,91,91,3,11.81,11.81,4.2,17.6,60.16,41.7,81.5,4797.7,1.66,13.99,13.99,46.31,46.31,25092.58,0,55.6,55.6,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
47,79,90,91,4,13.56,13.56,5.8,19.5,58.82,40.9,84.4,6101.1,2.14,14.05,14.05,59.87,59.87,31193.68,0,69.65,69.65,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.1
47,77,89,90,5,13.02,13.02,9.8,16,62.86,54,72.9,3737.72,2.15,14.11,14.11,72.89,72.89,34931.4,0,83.76,83.76,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
47,76,89,90,6,12.44,12.44,8.2,15.6,60.33,47.3,77.7,1930.2,0.98,14.16,14.16,85.33,85.33,36861.6,0,97.92,97.92,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
47,74,88,90,7,10.39,10.39,5.7,17.2,73.94,49.3,90.8,4597.82,1.18,14.22,14.22,95.71,95.71,41459.43,0.2,112.14,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.2,0
47,74,88,90,8,8.65,0,5.8,10,85.22,79.8,91,1218,1.18,14.28,0,104.36,95.71,42677.43,8.2,126.42,112.14,9.689,37.94,52.367,1.2,0.177506973,10.63266553,8,0
47,74,87,89,9,12.48,12.48,7.1,19.3,67.43,33.7,91.4,6808.8,1.59,14.34,14.34,116.84,108.19,49486.22,8.2,140.76,126.48,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,0
47,92.10363636,94.21,98.62,10,13.51,13.51,4.3,20.9,62.18,36.3,92.7,7209.45,0.89,14.39,14.39,130.35,121.7,56695.68,8.2,155.15,140.87,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,7.1
47,93.40659091,94.81,98.78,11,13.8,13.8,6.8,20.6,63.02,34.5,88.9,4472.5,1.52,14.45,14.45,144.15,135.5,61168.18,8.2,169.6,155.32,9.689,37.94,52.367,1.2,0.220139487,11.05031427,0,0
47,100.3318182,94.86,98.19,12,10.59,10.59,9.5,12,75.34,65.4,82.9,2086.1,1.69,14.5,14.5,154.74,146.09,63254.28,10.3,184.1,169.82,9.689,37.94,52.367,1.2,0.272503045,11.47430099,2.1,0
47,101.9525,95.2,97.86,13,12.92,12.92,9.1,17.4,66.27,54.4,76.7,4257.5,1.24,14.56,14.56,167.66,159.01,67511.77,10.3,198.66,184.38,9.689,37.94,52.367,1.2,0.336538221,11.90415394,0,0
47,100.8827273,95.86,98.42,14,14.99,14.99,9,21.1,63.02,41.2,83.4,6179.88,1.2,14.61,14.61,182.65,174,73691.65,10.3,213.27,198.99,9.689,37.94,52.367,1.2,0.41429326,12.33876207,0,7
47,98.81090909,96.43,98.12,15,16.95,16.95,13,22.4,56.63,44.5,68.9,5334.38,1.83,14.67,14.67,199.59,190.94,79026.02,10.3,227.94,213.66,9.689,37.94,52.367,1.2,0.508020915,12.77755983,0,0
47,100.6218182,96.8,97.92,16,16.3,16.3,12.7,21.3,58.05,46.3,71,5311.52,1.7,14.72,14.72,215.89,207.24,84337.55,10.4,242.66,228.38,9.689,37.94,52.367,1.2,0.61982062,13.21934492,0.1,0
47,100.5554545,95.14,97.85,18,15.92,15.92,9.4,22.6,55.86,33.7,84.4,6692.15,1.22,14.83,14.83,246.38,237.73,93622.12,11.1,272.26,257.98,9.689,37.94,52.367,1.2,0.904795464,14.10840235,0.7,0.4
47,95.86318182,94.55,98.29,19,16.47,16.47,6.5,23.7,59.98,36.9,91.4,6765.35,1.03,14.88,14.88,262.85,254.2,100387.48,11.1,287.14,272.86,9.689,37.94,52.367,1.2,1.07985023,14.55373266,0,0
47,93.04454545,92.93,98.03,20,16.75,16.75,11.6,22.2,69.17,48.2,92.6,4531.27,1.52,14.93,14.93,279.6,270.95,104918.75,15.4,302.07,287.79,9.689,37.94,52.367,1.2,1.276028411,14.9981835,4.3,0
47,90.36045455,91.95,97.5,21,17.5,17.5,10,25.4,64.69,36.8,90.8,7414.42,0.96,14.98,14.98,297.1,288.45,112333.18,15.4,317.05,302.77,9.689,37.94,52.367,1.2,1.491119146,15.44076899,0,3.9
47,86.98545455,91.25,96.78,22,18.34,18.34,9.2,26.7,64.43,37.4,93.2,5806.4,0.82,15.03,15.03,315.44,306.79,118139.57,15.4,332.08,317.8,9.689,37.94,52.367,1.2,1.721316083,15.88051333,0,0
47,86.27431818,90.54,97.1,23,21.24,21.24,12.3,29.1,56.06,28.8,88.2,7447.42,1.74,15.08,15.08,336.68,328.03,125587,15.4,347.16,332.88,9.689,37.94,52.367,1.2,1.961351664,16.31645942,0,0
47,85.935,87.36,96.58,24,19.68,19.68,13.3,24.5,53.55,35.7,78.8,7060.85,1.55,15.13,15.13,356.36,347.71,132647.85,15.4,362.29,348.01,9.689,37.94,52.367,1.2,2.204904495,16.74767727,0,0
47,83.33545455,83.28,95.27,25,16.55,16.55,9,22.8,56.55,34.6,87.1,7393.15,1.43,15.18,15.18,372.91,364.26,140041,15.4,377.47,363.19,9.689,37.94,52.367,1.2,2.445230884,17.1732719,0,0
47,77.20727273,79.54,93.88,26,17.78,17.78,9.4,26.3,55.98,28.3,87.4,7655.75,0.97,15.22,15.22,390.69,382.04,147696.75,15.4,392.69,378.41,9.689,37.94,52.367,1.2,2.675748272,17.59211822,0,0
47,67.78704545,75.86,92.11,27,19.09,19.09,9.4,26.8,54.7,30.6,86.3,7335.95,1.16,15.27,15.27,409.78,401.13,155032.7,15.4,407.96,393.68,9.689,37.94,52.367,1.2,2.891165574,18.00369685,0,0
47,58.66409091,72.22,90.48,28,18.31,18.31,12.5,25.8,70.42,49.2,91.3,4293,1.1,15.32,15.32,428.08,419.43,159325.7,24.6,423.28,409,9.689,37.94,52.367,1.2,3.08746389,18.40726025,9.2,0
47,51.13886364,67.88,88.02,29,19.87,19.87,11.7,27.1,66.81,39.5,95.9,7200.9,0.78,15.36,15.36,447.95,439.3,166526.6,24.6,438.64,424.36,9.689,37.94,52.367,1.2,3.262138985,18.80186692,0,0
47,44.39090909,65.01,86.18,30,22.05,22.05,12.8,29.6,60.35,33.1,92.2,7487.3,0.95,15.41,15.41,470,461.35,174013.9,24.6,454.05,439.77,9.689,37.94,52.367,1.2,3.41447863,19.18716002,0,0
47,38.79977273,60.55,83.42,31,21.1,21.1,13.9,30.7,69.88,42.8,91.8,5806.5,1.13,15.45,15.45,491.1,482.45,179820.4,28.9,469.5,455.22,9.689,37.94,52.367,1.2,3.544847756,19.56234335,4.3,0
47,32.93204545,53.11,77.68,33,16.4,16.4,10.5,22.2,64.01,42.5,85.3,5954.2,1.49,15.53,15.53,528.24,519.59,190875.78,35.1,500.52,486.24,9.689,37.94,52.367,1.2,3.416,18.972,6.2,0
47,30.43363636,49.98,75.14,34,17.82,17.82,8.9,24.8,61.68,39.7,91.4,7326.68,0.9,15.57,15.57,546.06,537.41,198202.45,35.1,516.09,501.81,9.689,37.94,52.367,1.2,3.532,19.394,0,0
47,28.3575,46.37,72.13,35,18.91,18.91,13.4,25.6,73.42,54.4,92.9,4978.32,1.36,15.61,15.61,564.97,556.32,203180.78,38.9,531.7,517.42,9.689,37.94,52.367,1.2,3.648,19.816,3.8,4.4
47,27.00272727,42.95,68.59,36,16.16,16.16,10.7,20.1,68.49,43.5,92.7,6326.85,1.67,15.65,15.65,581.13,572.48,209507.62,41.7,547.35,533.07,9.689,37.94,52.367,1.2,3.764,20.238,2.8,0
47,26.06227273,40.52,65.96,37,16.03,16.03,7.5,21.9,60.44,36.7,92.4,7108.35,1.34,15.69,15.69,597.16,588.51,216615.98,41.7,563.04,548.76,9.689,37.94,52.367,1.2,3.88,20.66,0,0
47,25.76090909,37.41,62.73,38,17.94,17.94,11.4,23.1,59.31,43.8,81.2,5330.92,1.43,15.73,15.73,615.1,606.45,221946.9,41.7,578.77,564.49,9.689,37.94,52.367,1.2,3.922,21.068,0,0
47,25.4675,34.57,59.36,39,16.96,16.96,12.2,22,63.83,42.4,82.7,4552.5,2.1,15.76,15.76,632.06,623.41,226499.4,42.2,594.53,580.25,9.689,37.94,52.367,1.2,3.964,21.476,0.5,0
47,25.07272727,32.29,56.05,40,13.93,13.93,6.4,19.3,54.71,34,83.9,7431,1.81,15.8,15.8,645.99,637.35,233930.4,42.2,610.33,596.05,9.689,37.94,52.367,1.2,4.006,21.884,0,0
47,24.70977273,29.98,52.37,41,12.72,12.72,8.3,18.6,57.08,38.4,79.1,6267.98,1.66,15.83,15.83,658.72,650.07,240198.38,42.2,626.16,611.88,9.689,37.94,52.367,1.2,4.048,22.292,0,0
47,24.44545455,28.37,49.5,42,12.59,12.59,7,18.2,64.7,41.1,88.6,4920.85,0.95,15.86,15.86,671.31,662.66,245119.22,42.2,642.02,627.74,9.689,37.94,52.367,1.2,4.09,22.7,0,0
47,24.27227273,27.35,46.67,43,15.03,15.03,7.5,22.1,59.39,34.8,83.9,5991.32,1.02,15.89,15.89,686.34,677.69,251110.55,42.2,657.91,643.63,9.689,37.94,52.367,1.2,4.1,22.77,0,0
