"","B0020_nFK_prozent","B2040_nFK_prozent","B4060_nFK_prozent","tage_seit_aussaat","Tmean_gradC","Tmean_th9_25_gradC","Tmin_gradC","Tmax_gradC","relLuftfeuchte_mean_prozent","relLuftfeuchte_min_prozent","relLuftfeuchte_max_prozent","globalstrahlung_Wh_m2","windgeschwindigkeit_m_s","tageslicht_h","tageslicht_h_th9","Tmean_gradC_sum","Tmean_th9_25_gradC_sum","globalstrahlung_Wh_m2_sum","niederschlag_mm_sum","tageslicht_h_sum","tageslicht_h_th9_sum","Ton_prozent","Schluff_prozent","Sand_prozent","C_org_prozent","ibi","irmi","wasser_input","id_all","daily_rain","rain_sum7","rain_sum14","water_sum7","water_sum14"
"2112",82.39,66.82,63.81,19,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,1.38,14.61,14.61,239.01,239.01,101983.6,13.22,281.46,281.46,38.643,38.654,22.67,1.2,1.428731779,15.31618852,0,76,0,9,13.22,9,13.22
"2113",78.89,67.68,63.31,20,15.52,15.52,10,21,74.55,50.7,98,6595.8,1.81,14.67,14.67,254.53,254.53,108579.4,13.22,296.13,296.13,38.643,38.654,22.67,1.2,1.649786528,15.74673413,0,76,0,9,13.22,9,13.22
"2114",78.89,67.68,63.31,20,15.52,15.52,10,21,74.55,50.7,98,6595.8,1.81,14.67,14.67,254.53,254.53,108579.4,13.22,296.13,296.13,38.643,38.654,22.67,1.2,1.649786528,15.74673413,0,76,0,9,13.22,9,13.22
"2115",72.76,67.12,62.94,21,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,1.85,14.72,14.72,269.48,269.48,114029,13.22,310.85,310.85,38.643,38.654,22.67,1.2,1.881936639,16.17399596,0,76,0,0,13.22,0,13.22
"2116",72.76,67.12,62.94,21,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,1.85,14.72,14.72,269.48,269.48,114029,13.22,310.85,310.85,38.643,38.654,22.67,1.2,1.881936639,16.17399596,0,76,0,0,12.27,0,12.27
"2117",65.79,64.27,61.67,22,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,1.91,14.77,14.77,282.55,282.55,115278.5,14.77,325.62,325.62,38.643,38.654,22.67,1.2,2.119540084,16.59709508,1.55,76,1.55,1.55,13.68,1.55,13.68
"2118",65.79,64.27,61.67,22,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,1.91,14.77,14.77,282.55,282.55,115278.5,14.77,325.62,325.62,38.643,38.654,22.67,1.2,2.119540084,16.59709508,1.55,76,0,1.55,10.55,3.1,12.1
"2119",65.03,65.26,63.66,23,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,2.18,14.83,14.83,298.11,298.11,122013.4,14.77,340.45,340.45,38.643,38.654,22.67,1.2,1.97,16.07,0,76,0,1.55,10.55,3.1,12.1
"2120",65.03,65.26,63.66,23,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,2.18,14.83,14.83,298.11,298.11,122013.4,14.77,340.45,340.45,38.643,38.654,22.67,1.2,1.97,16.07,0,76,0,1.55,10.55,3.1,12.1
"2121",62.06,66.49,63.13,24,16.01,16.01,7.2,22.4,65.4,39.8,100,6707.8,0.95,14.88,14.88,314.12,314.12,128721.2,14.77,355.33,355.33,38.643,38.654,22.67,1.2,2.216666667,16.39,0,76,0,1.55,10.55,3.1,12.1
"2122",56.46,65.43,61.93,25,16.49,16.49,11.1,21.3,75.17,55.1,98.7,5798,2.3,14.93,14.93,330.61,330.61,134519.2,14.77,370.26,370.26,38.643,38.654,22.67,1.2,2.463333333,16.71,0,76,0,1.55,1.55,3.1,3.1
"2123",53.27,65.77,62.71,26,17.57,17.57,10.3,24.2,72.54,41.5,100,7364.5,1.65,14.98,14.98,348.18,348.18,141883.7,14.77,385.24,385.24,38.643,38.654,22.67,1.2,2.71,17.03,0,76,0,1.55,1.55,3.1,3.1
"2124",49.79,64.35,61.79,27,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,1.45,15.03,15.03,367.33,367.33,147663.3,14.77,400.27,400.27,38.643,38.654,22.67,1.2,2.784285714,17.33571429,0,76,0,0,1.55,1.55,3.1
"2125",49.79,64.35,61.79,27,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,1.45,15.03,15.03,367.33,367.33,147663.3,14.77,400.27,400.27,38.643,38.654,22.67,1.2,2.784285714,17.33571429,0,76,0,0,1.55,0,3.1
"2126",46.73,63.71,62.05,28,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,3.49,15.08,15.08,389.98,389.98,155326.9,15.69,415.35,415.35,38.643,38.654,22.67,1.2,2.858571429,17.64142857,0.92,76,0.92,0.92,2.47,0.92,4.02
"2127",46.73,63.71,62.05,28,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,3.49,15.08,15.08,389.98,389.98,155326.9,15.69,415.35,415.35,38.643,38.654,22.67,1.2,2.858571429,17.64142857,0.92,76,0,0.92,2.47,1.84,4.94
"2128",42.66,58.89,61.53,29,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,3,15.13,15.13,410.24,410.24,161719.2,15.69,430.48,430.48,38.643,38.654,22.67,1.2,2.932857143,17.94714286,0,76,0,0.92,2.47,1.84,4.94
"2129",42.66,58.89,61.53,29,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,3,15.13,15.13,410.24,410.24,161719.2,15.69,430.48,430.48,38.643,38.654,22.67,1.2,2.932857143,17.94714286,0,76,0,0.92,2.47,1.84,4.94
"2130",40.36,56.4,61.36,30,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1.94,15.18,15.18,428.64,428.64,169602.1,15.69,445.66,445.66,38.643,38.654,22.67,1.2,3.007142857,18.25285714,18,76,0,0.92,2.47,19.84,22.94
"2131",40.36,56.4,61.36,30,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1.94,15.18,15.18,428.64,428.64,169602.1,15.69,445.66,445.66,38.643,38.654,22.67,1.2,3.007142857,18.25285714,18,76,0,0.92,0.92,37.84,39.39
"2132",40.15,56.16,59.79,31,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,0.9,15.22,15.22,445.62,445.62,177554.4,15.69,460.88,460.88,38.643,38.654,22.67,1.2,3.081428571,18.55857143,0,76,0,0.92,0.92,37.84,37.84
"2133",40.15,56.16,59.79,31,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,0.9,15.22,15.22,445.62,445.62,177554.4,15.69,460.88,460.88,38.643,38.654,22.67,1.2,3.081428571,18.55857143,0,76,0,0,0.92,36.92,37.84
"2134",39.41,54,59.895,32,19.57,19.57,11.1,26.8,59.2,36.4,89.4,8094.5,1.47,15.27,15.27,465.19,465.19,185648.9,15.69,476.15,476.15,38.643,38.654,22.67,1.2,3.155714286,18.86428571,0,76,0,0,0.92,36,37.84
"2135",38.67,51.84,60,33,19.35,19.35,14.6,25.8,70.94,50.5,93.2,4046.5,2.13,15.32,15.32,484.54,484.54,189695.4,15.75,491.47,491.47,38.643,38.654,22.67,1.2,3.23,19.17,0.06,76,0.06,0.06,0.98,36.06,37.9
"2136",37.93,49.68,60.105,34,19.66,19.66,11.8,25.8,68.68,39.9,100,7450.4,0.88,15.36,15.36,504.2,504.2,197145.8,15.75,506.83,506.83,38.643,38.654,22.67,1.2,3.305714286,19.39285714,0,76,0,0.06,0.98,36.06,37.9
"2137",37.19,47.52,60.21,35,22.05,22.05,12.6,28.6,61.23,37,100,7958.7,1.53,15.41,15.41,526.25,526.25,205104.5,15.75,522.24,522.24,38.643,38.654,22.67,1.2,3.381428571,19.61571429,0,76,0,0.06,0.98,18.06,37.9
"2138",36.04,44.03,57.94,36,23.31,23.31,16,31.5,60.12,39.2,93.8,7067.6,2.34,15.45,15.45,549.56,549.56,212172.1,15.88,537.69,537.69,38.643,38.654,22.67,1.2,3.457142857,19.83857143,18.13,76,0.13,0.19,1.11,18.19,56.03
"2139",35.48,41.97,57.36,37,22.25,22.25,16.8,30.1,74.52,43.1,100,5660,2.37,15.49,15.49,571.81,571.81,217832.1,17.96,553.18,553.18,38.643,38.654,22.67,1.2,3.532857143,20.06142857,2.08,76,2.08,2.27,3.19,20.27,58.11
"2140",34.85,39.52,56.01,38,17.15,17.15,12,21.9,67.48,45.3,93.6,6249.9,1.99,15.53,15.53,588.96,588.96,224082,17.96,568.71,568.71,38.643,38.654,22.67,1.2,3.608571429,20.28428571,0,76,0,2.27,2.27,20.27,57.19
"2141",34.76,38.4,55.96,39,17.75,17.75,9.2,24,68.25,37,100,7021.8,0.94,15.57,15.57,606.71,606.71,231103.8,18.13,584.28,584.28,38.643,38.654,22.67,1.2,3.684285714,20.50714286,0.17,76,0.17,2.44,2.44,20.44,56.44
"2142",34.83,37.84,52.65,40,19.18,19.18,14.2,25.4,81.27,61.1,99.7,5105.1,2.85,15.61,15.61,625.89,625.89,236208.9,20.54,599.89,599.89,38.643,38.654,22.67,1.2,3.76,20.73,2.41,76,2.41,4.79,4.85,22.79,58.85
"2143",64.685,59.59,58.52,6,8.22,0,0.5,13.2,64.85,38.5,100,6258.8,0.65,14.26,0,73.83,49.83,30311.3,5.95,98.64,56.25,38.643,38.654,22.67,1.2,0.177506973,10.63266553,0,77,5.95,5.95,5.95,0,0
"2144",63.06777778,58.86,57.95,7,10.83,10.83,3.2,16.6,63.23,36,92.4,5617.8,0.85,14.32,14.32,84.66,60.66,35929.1,5.95,112.96,70.57,38.643,38.654,22.67,1.2,0.219715963,11.04653399,4.5,77,0,5.95,5.95,4.5,4.5
"2145",77.43666667,58.81,57.87,8,13.8,13.8,10.2,18.3,92.49,79.2,100,1919,1.7,14.38,14.38,98.46,74.46,37848.1,24.38,127.34,84.95,38.643,38.654,22.67,1.2,0.271509165,11.46695385,18.43,77,18.43,24.38,24.38,22.93,22.93
"2146",107.7355556,64.92,57.64,9,12.69,12.69,10.6,15.1,83.82,66.8,100,3005.2,2.35,14.43,14.43,111.15,87.15,40853.3,25.6,141.77,99.38,38.643,38.654,22.67,1.2,0.334705026,11.89288999,1.22,77,1.22,25.6,25.6,24.15,24.15
"2147",103.9827778,72.48,61.48,10,13.96,13.96,10.3,18.1,66.47,40.8,89.2,5079.2,1.28,14.49,14.49,125.11,101.11,45932.5,25.6,156.26,113.87,38.643,38.654,22.67,1.2,0.411386742,12.32384374,0,77,0,25.6,25.6,24.15,24.15
"2148",93.35666667,72.22,64.12,11,13.14,13.14,8.8,17.4,71.56,44.1,94.2,4487,1.26,14.54,14.54,138.25,114.25,50419.5,25.79,170.8,128.41,38.643,38.654,22.67,1.2,0.503646343,12.75867856,0.19,77,0.19,25.79,25.79,24.34,24.34
"2149",85.94333333,70.66,64.79,12,13.13,13.13,8.7,17.7,71.48,48.2,94.6,6486.5,2.75,14.6,14.6,151.38,127.38,56906,25.79,185.4,143.01,38.643,38.654,22.67,1.2,0.61366579,13.1968142,0,77,0,25.79,25.79,24.34,24.34
"2150",80.30111111,69.94,64.94,13,12.49,12.49,5.5,19.1,63.97,38.7,89.5,7244.5,1.96,14.65,14.65,163.87,139.87,64150.5,25.79,200.05,157.66,38.643,38.654,22.67,1.2,0.743258721,13.63703843,0,77,0,19.84,25.79,24.34,24.34
"2151",75.505,69.13,65.28,14,15.56,15.56,6.7,23.6,57.68,28.1,86.6,7462.3,1.59,14.71,14.71,179.43,155.43,71612.8,25.79,214.76,172.37,38.643,38.654,22.67,1.2,0.89390404,14.07871326,0,77,0,19.84,25.79,19.84,24.34
"2152",73.1,66.48,65.27,15,17.16,17.16,12.2,23.2,72.33,43.8,98.9,4541.5,1.88,14.76,14.76,196.59,172.59,76154.3,27.09,229.52,187.13,38.643,38.654,22.67,1.2,1.066066677,14.52058214,14.8,77,1.3,2.71,27.09,16.21,39.14
"2153",79.08388889,66.11,65.38,16,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,0.75,14.81,14.81,213.03,189.03,81876.9,27.14,244.33,201.94,38.643,38.654,22.67,1.2,1.259136797,14.96168086,0.05,77,0.05,1.54,27.14,15.04,39.19
"2154",79.08388889,66.11,65.38,16,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,0.75,14.81,14.81,213.03,189.03,81876.9,27.14,244.33,201.94,38.643,38.654,22.67,1.2,1.259136797,14.96168086,0.05,77,0,1.54,27.14,15.09,39.24
"2155",88.63666667,65.19,65.31,17,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,1.33,14.87,14.87,228.92,204.92,86041.9,46.75,259.2,216.81,38.643,38.654,22.67,1.2,1.471226247,15.40133989,19.61,77,19.61,20.96,46.75,34.51,58.85
"2156",88.63666667,65.19,65.31,17,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,1.33,14.87,14.87,228.92,204.92,86041.9,46.75,259.2,216.81,38.643,38.654,22.67,1.2,1.471226247,15.40133989,19.61,77,0,20.96,46.75,54.12,78.46
"2157",97.27222222,72.39,65.94,18,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,1.1,14.92,14.92,244.52,220.52,88264.7,46.75,274.12,231.73,38.643,38.654,22.67,1.2,1.698619772,15.8383035,0,77,0,20.96,40.8,54.12,78.46
"2158",97.27222222,72.39,65.94,18,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,1.1,14.92,14.92,244.52,220.52,88264.7,46.75,274.12,231.73,38.643,38.654,22.67,1.2,1.698619772,15.8383035,0,77,0,20.96,40.8,54.12,73.96
"2159",115.05,79.53,70.71,19,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,1.53,14.97,14.97,260.29,236.29,91334.5,54.11,289.09,246.7,38.643,38.654,22.67,1.2,1.936280866,16.27163189,7.36,77,7.36,27.02,29.73,46.68,62.89
"2160",115.05,79.53,70.71,19,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,1.53,14.97,14.97,260.29,236.29,91334.5,54.11,289.09,246.7,38.643,38.654,22.67,1.2,1.936280866,16.27163189,7.36,77,0,26.97,28.51,53.99,69.03
"2161",106.9883333,83.92,73.81,20,14.7,14.7,12.2,17.6,78.98,53.9,99.3,3974.4,2.36,15.02,15.02,274.99,250.99,95308.9,55,304.11,261.72,38.643,38.654,22.67,1.2,2.178097209,16.70041056,0.89,77,0.89,27.86,29.4,54.83,69.92
"2162",118.1988889,84.16,77.5,21,12.38,12.38,9.5,15.4,84.02,62.5,100,2910.9,1.07,15.07,15.07,287.37,263.37,98219.8,56.98,319.18,276.79,38.643,38.654,22.67,1.2,2.98,14.25,1.98,77,1.98,10.23,31.19,37.2,71.71
"2163",98.91833333,80.86,77.54,22,13.22,13.22,10.7,16,87.45,71,100,2129.3,0.86,15.12,15.12,300.59,276.59,100349.1,57.24,334.3,291.91,38.643,38.654,22.67,1.2,3.12,15.09,0.26,77,0.26,10.49,31.45,17.85,71.97
"2164",94.98,79.12,76.94,23,14.35,14.35,8.8,18.7,76.14,50.2,100,6360.3,1.52,15.16,15.16,314.94,290.94,106709.4,58.14,349.46,307.07,38.643,38.654,22.67,1.2,3.26,15.93,0.9,77,0.9,11.39,32.35,18.75,72.87
"2165",89.56833333,75.92,74.77,24,14.79,14.79,9.8,19,75.7,49.9,97.2,5236,1.84,15.21,15.21,329.73,305.73,111945.4,58.19,364.67,322.28,38.643,38.654,22.67,1.2,3.4,16.77,0.05,77,0.05,11.44,32.4,18.8,72.92
"2166",81.18777778,73.9,73.54,25,15.12,15.12,9.9,21.1,74.48,43.4,97.4,6373.4,1.67,15.26,15.26,344.85,320.85,118318.8,62.62,379.93,337.54,38.643,38.654,22.67,1.2,3.54,17.61,4.43,77,4.43,8.51,35.53,15.87,62.55
"2167",72.21333333,70.56,70.63,26,12.18,12.18,8.5,15.6,73.23,42.9,93.5,3547.4,4.24,15.31,15.31,357.03,333.03,121866.2,62.62,395.24,352.85,38.643,38.654,22.67,1.2,3.68,18.45,0,77,0,8.51,35.48,8.51,62.5
"2168",64.86444444,69.13,71.74,27,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,2.04,15.35,15.35,368.44,344.44,127803.6,62.62,410.59,368.2,38.643,38.654,22.67,1.2,3.74,18.95714286,0,77,0,7.62,35.48,7.62,62.45
"2169",64.86444444,69.13,71.74,27,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,2.04,15.35,15.35,368.44,344.44,127803.6,62.62,410.59,368.2,38.643,38.654,22.67,1.2,3.74,18.95714286,0,77,0,5.64,15.87,5.64,42.84
"2170",58.82166667,66.95,71.14,28,12.75,12.75,6,18.6,57.9,34.9,86.8,7674.4,2.04,15.4,15.4,381.19,357.19,135478,62.62,425.99,383.6,38.643,38.654,22.67,1.2,3.8,19.46428571,0,77,0,5.38,15.87,5.38,23.23
"2171",58.82166667,66.95,71.14,28,12.75,12.75,6,18.6,57.9,34.9,86.8,7674.4,2.04,15.4,15.4,381.19,357.19,135478,62.62,425.99,383.6,38.643,38.654,22.67,1.2,3.8,19.46428571,0,77,0,4.48,15.87,4.48,23.23
"2172",52.38333333,64,70.29,29,14.33,14.33,7.5,18.5,58.75,40.4,83.9,5876.3,2.13,15.44,15.44,395.52,371.52,141354.3,62.62,441.43,399.04,38.643,38.654,22.67,1.2,3.86,19.97142857,18,77,0,4.43,15.87,22.43,41.23
"2173",52.38333333,64,70.29,29,14.33,14.33,7.5,18.5,58.75,40.4,83.9,5876.3,2.13,15.44,15.44,395.52,371.52,141354.3,62.62,441.43,399.04,38.643,38.654,22.67,1.2,3.86,19.97142857,18,77,0,0,8.51,36,51.87
"2174",46.28222222,61.71,69.62,30,17.04,17.04,10.9,22.1,65.44,48.3,80.1,5746,3.12,15.48,15.48,412.56,388.56,147100.3,62.62,456.91,414.52,38.643,38.654,22.67,1.2,3.92,20.47857143,0,77,0,0,8.51,36,44.51
"2175",43.32111111,59.08,69.76,31,20.27,20.27,14.3,26.3,63.9,34.7,87.3,7162.6,1.99,15.52,15.52,432.83,408.83,154262.9,62.62,472.43,430.04,38.643,38.654,22.67,1.2,3.98,20.98571429,0,77,0,0,7.62,36,43.62
"2176",41.24,55.73,67.97,32,19.12,19.12,13.1,26.1,75.46,45.7,98.3,5434.1,1.15,15.56,15.56,451.95,427.95,159697,63.24,487.99,445.6,38.643,38.654,22.67,1.2,4.04,21.49285714,0.62,77,0.62,0.62,6.26,36.62,42.26
"2177",37.99888889,52.59,66.16,33,16.59,16.59,10.7,19.8,73.98,60.2,91.7,5437.5,3.75,15.6,15.6,468.54,444.54,165134.5,63.5,503.59,461.2,38.643,38.654,22.67,1.2,4.1,22,22.76,77,0.26,0.88,6.26,59.38,64.76
"2178",35.01111111,50.79,66.35,34,12.89,12.89,9.8,16.4,59.82,40.6,86.7,7801.9,3.23,15.64,15.64,481.43,457.43,172936.4,63.5,519.23,476.84,38.643,38.654,22.67,1.2,4.098571429,21.97857143,0,77,0,0.88,5.36,59.38,63.86
"2179",33.13666667,48.53,65.98,35,15.45,15.45,7.9,22,61.37,39.3,88.4,8311.4,3.44,15.68,15.68,496.88,472.88,181247.8,63.6,534.91,492.52,38.643,38.654,22.67,1.2,4.097142857,21.95714286,0.1,77,0.1,0.98,5.41,41.48,63.91
"2180",32.20888889,44.96,64.71,36,16.8,16.8,10,22.6,62.23,40.3,87.8,8344.3,3.55,15.72,15.72,513.68,489.68,189592.1,63.6,550.63,508.24,38.643,38.654,22.67,1.2,4.095714286,21.93571429,18,77,0,0.98,0.98,41.48,77.48
"2181",31.60333333,42.94,64.1,37,17.5,17.5,10,24.3,51.6,24.7,79,8074.3,1.81,15.75,15.75,531.18,507.18,197666.4,63.7,566.38,523.99,38.643,38.654,22.67,1.2,4.094285714,21.91428571,0.1,77,0.1,1.08,1.08,41.58,77.58
"2182",30.865,41.06,63.14,38,18.5,18.5,9.9,25.8,53.99,28.6,86.5,8291.2,1.47,15.79,15.79,549.68,525.68,205957.6,63.7,582.17,539.78,38.643,38.654,22.67,1.2,4.092857143,21.89285714,0,77,0,1.08,1.08,41.58,77.58
"2183",30.39555556,38.45,62.91,39,19.52,19.52,12,26.2,51.59,27.3,77,8246.9,2.57,15.82,15.82,569.2,545.2,214204.5,63.7,597.99,555.6,38.643,38.654,22.67,1.2,4.091428571,21.87142857,0,77,0,0.46,1.08,40.96,77.58
"2184",30.00944444,35.46,61.3,40,18.14,18.14,12.3,23.7,49.7,28.2,69.1,8126.4,3.04,15.86,15.86,587.34,563.34,222330.9,63.7,613.85,571.46,38.643,38.654,22.67,1.2,4.09,21.85,0,77,0,0.2,1.08,18.2,77.58
"2185",65.24,60.38,58.38,6,8.22,0,0.5,13.2,64.85,38.5,100,6258.8,0.65,14.26,0,73.83,49.83,30311.3,5.95,98.64,56.25,38.643,38.654,22.67,1.2,0.177506973,10.63266553,0,78,5.95,5.95,5.95,0,0
"2186",62.75,59.7,57.99,7,10.83,10.83,3.2,16.6,63.23,36,92.4,5617.8,0.85,14.32,14.32,84.66,60.66,35929.1,5.95,112.96,70.57,38.643,38.654,22.67,1.2,0.219715963,11.04653399,4.5,78,0,5.95,5.95,4.5,4.5
"2187",79.36,59.13,57.91,8,13.8,13.8,10.2,18.3,92.49,79.2,100,1919,1.7,14.38,14.38,98.46,74.46,37848.1,24.38,127.34,84.95,38.643,38.654,22.67,1.2,0.271509165,11.46695385,18.43,78,18.43,24.38,24.38,22.93,22.93
"2188",116.57,63.17,57.48,9,12.69,12.69,10.6,15.1,83.82,66.8,100,3005.2,2.35,14.43,14.43,111.15,87.15,40853.3,25.6,141.77,99.38,38.643,38.654,22.67,1.2,0.334705026,11.89288999,1.22,78,1.22,25.6,25.6,24.15,24.15
"2189",101.75,74.54,61.17,10,13.96,13.96,10.3,18.1,66.47,40.8,89.2,5079.2,1.28,14.49,14.49,125.11,101.11,45932.5,25.6,156.26,113.87,38.643,38.654,22.67,1.2,0.411386742,12.32384374,0,78,0,25.6,25.6,24.15,24.15
"2190",92.46,75.93,65.3,11,13.14,13.14,8.8,17.4,71.56,44.1,94.2,4487,1.26,14.54,14.54,138.25,114.25,50419.5,25.79,170.8,128.41,38.643,38.654,22.67,1.2,0.503646343,12.75867856,0.19,78,0.19,25.79,25.79,24.34,24.34
"2191",85.34,74.63,67.12,12,13.13,13.13,8.7,17.7,71.48,48.2,94.6,6486.5,2.75,14.6,14.6,151.38,127.38,56906,25.79,185.4,143.01,38.643,38.654,22.67,1.2,0.61366579,13.1968142,0,78,0,25.79,25.79,24.34,24.34
"2192",81.13,73.98,67.93,13,12.49,12.49,5.5,19.1,63.97,38.7,89.5,7244.5,1.96,14.65,14.65,163.87,139.87,64150.5,25.79,200.05,157.66,38.643,38.654,22.67,1.2,0.743258721,13.63703843,0,78,0,19.84,25.79,24.34,24.34
"2193",89.34,73.83,67.91,14,15.56,15.56,6.7,23.6,57.68,28.1,86.6,7462.3,1.59,14.71,14.71,179.43,155.43,71612.8,25.79,214.76,172.37,38.643,38.654,22.67,1.2,0.89390404,14.07871326,13.5,78,0,19.84,25.79,33.34,37.84
"2194",93.79,72.66,67.17,15,17.16,17.16,12.2,23.2,72.33,43.8,98.9,4541.5,1.88,14.76,14.76,196.59,172.59,76154.3,27.09,229.52,187.13,38.643,38.654,22.67,1.2,1.066066677,14.52058214,1.3,78,1.3,2.71,27.09,16.21,39.14
"2195",90.28,73.48,67.73,16,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,0.75,14.81,14.81,213.03,189.03,81876.9,27.14,244.33,201.94,38.643,38.654,22.67,1.2,1.259136797,14.96168086,0.05,78,0.05,1.54,27.14,15.04,39.19
"2196",90.28,73.48,67.73,16,16.44,16.44,10.2,21.7,70.6,40.9,100,5722.6,0.75,14.81,14.81,213.03,189.03,81876.9,27.14,244.33,201.94,38.643,38.654,22.67,1.2,1.259136797,14.96168086,0.05,78,0,1.54,27.14,15.09,39.24
"2197",91.91,73.13,68.12,17,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,1.33,14.87,14.87,228.92,204.92,86041.9,46.75,259.2,216.81,38.643,38.654,22.67,1.2,1.471226247,15.40133989,19.61,78,19.61,20.96,46.75,34.51,58.85
"2198",91.91,73.13,68.12,17,15.89,15.89,11.8,23.2,84.37,46.3,100,4165,1.33,14.87,14.87,228.92,204.92,86041.9,46.75,259.2,216.81,38.643,38.654,22.67,1.2,1.471226247,15.40133989,19.61,78,0,20.96,46.75,54.12,78.46
"2199",120.56,83.27,71.67,18,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,1.1,14.92,14.92,244.52,220.52,88264.7,46.75,274.12,231.73,38.643,38.654,22.67,1.2,1.698619772,15.8383035,0,78,0,20.96,40.8,54.12,78.46
"2200",120.56,83.27,71.67,18,15.6,15.6,14.1,18.1,93.68,77.5,100,2222.8,1.1,14.92,14.92,244.52,220.52,88264.7,46.75,274.12,231.73,38.643,38.654,22.67,1.2,1.698619772,15.8383035,0,78,0,20.96,40.8,40.62,73.96
"2201",106.75,89,81.66,19,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,1.53,14.97,14.97,260.29,236.29,91334.5,54.11,289.09,246.7,38.643,38.654,22.67,1.2,1.936280866,16.27163189,7.36,78,7.36,27.02,29.73,46.68,62.89
"2202",106.75,89,81.66,19,15.77,15.77,12,19.5,91.35,72.5,100,3069.8,1.53,14.97,14.97,260.29,236.29,91334.5,54.11,289.09,246.7,38.643,38.654,22.67,1.2,1.936280866,16.27163189,7.36,78,0,26.97,28.51,53.99,69.03
"2203",123.52,93.27,84.88,20,14.7,14.7,12.2,17.6,78.98,53.9,99.3,3974.4,2.36,15.02,15.02,274.99,250.99,95308.9,55,304.11,261.72,38.643,38.654,22.67,1.2,2.178097209,16.70041056,0.89,78,0.89,27.86,29.4,54.83,69.92
"2204",101.5,90.25,87.26,21,12.38,12.38,9.5,15.4,84.02,62.5,100,2910.9,1.07,15.07,15.07,287.37,263.37,98219.8,56.98,319.18,276.79,38.643,38.654,22.67,1.2,2.84,14.23,1.98,78,1.98,10.23,31.19,37.2,71.71
"2205",97.24,85.64,83.83,22,13.22,13.22,10.7,16,87.45,71,100,2129.3,0.86,15.12,15.12,300.59,276.59,100349.1,57.24,334.3,291.91,38.643,38.654,22.67,1.2,2.956,14.838,0.26,78,0.26,10.49,31.45,17.85,71.97
"2206",90.96,83.16,81.19,23,14.35,14.35,8.8,18.7,76.14,50.2,100,6360.3,1.52,15.16,15.16,314.94,290.94,106709.4,58.14,349.46,307.07,38.643,38.654,22.67,1.2,3.072,15.446,0.9,78,0.9,11.39,32.35,18.75,72.87
"2207",81.24,79.69,78.24,24,14.79,14.79,9.8,19,75.7,49.9,97.2,5236,1.84,15.21,15.21,329.73,305.73,111945.4,58.19,364.67,322.28,38.643,38.654,22.67,1.2,3.188,16.054,0.05,78,0.05,11.44,32.4,18.8,59.42
"2208",71.2,77.4,76.4,25,15.12,15.12,9.9,21.1,74.48,43.4,97.4,6373.4,1.67,15.26,15.26,344.85,320.85,118318.8,62.62,379.93,337.54,38.643,38.654,22.67,1.2,3.304,16.662,4.43,78,4.43,8.51,35.53,15.87,62.55
"2209",62.67,73.73,73.64,26,12.18,12.18,8.5,15.6,73.23,42.9,93.5,3547.4,4.24,15.31,15.31,357.03,333.03,121866.2,62.62,395.24,352.85,38.643,38.654,22.67,1.2,3.42,17.27,0,78,0,8.51,35.48,8.51,62.5
"2210",56.66,71.91,71.97,27,11.41,11.41,6.2,16.1,64.62,40.7,94.4,5937.4,2.04,15.35,15.35,368.44,344.44,127803.6,62.62,410.59,368.2,38.643,38.654,22.67,1.2,3.477142857,17.63571429,0,78,0,7.62,35.48,7.62,62.45
