"","B0020_nFK_prozent","B2040_nFK_prozent","B4060_nFK_prozent","tage_seit_aussaat","Tmean_gradC","Tmean_th9_25_gradC","Tmin_gradC","Tmax_gradC","relLuftfeuchte_mean_prozent","relLuftfeuchte_min_prozent","relLuftfeuchte_max_prozent","globalstrahlung_Wh_m2","windgeschwindigkeit_m_s","tageslicht_h","tageslicht_h_th9","Tmean_gradC_sum","Tmean_th9_25_gradC_sum","globalstrahlung_Wh_m2_sum","niederschlag_mm_sum","tageslicht_h_sum","tageslicht_h_th9_sum","Ton_prozent","Schluff_prozent","Sand_prozent","C_org_prozent","ibi","irmi","wasser_input","id_all","daily_rain","rain_sum7","rain_sum14","water_sum7","water_sum14"
"1",79.1,87.6,77.73,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,2,10,10,10,0,0
"2",77.09,86.74,77.42,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,2,2.2,12.2,12.2,2.2,2.2
"3",76.83,85.87,77.23,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,1.09,2,0.4,12.6,12.6,3.29,3.29
"4",77.52,86.03,77.17,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,4.8,2,0,12.6,12.6,8.09,8.09
"5",79.97,86.57,77.09,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,2,0.8,13.4,13.4,8.89,8.89
"6",80.81,86.21,76.7,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,2,0,13.4,13.4,8.89,8.89
"7",80.38,86.53,76.74,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,4.44,2,0,13.4,13.4,13.33,13.33
"8",81.47,86.71,76.73,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,2,0,3.4,13.4,13.33,13.33
"9",82.26,86.74,76.65,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,2,0,1.2,13.4,11.13,13.33
"10",81.26,86.69,76.4,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,5.45,2,0,0.8,13.4,15.49,18.78
"11",81.42,86.29,76.16,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,0,2,0,0.8,13.4,10.69,18.78
"12",82.97,86.15,75.88,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,2,6.7,6.7,20.1,16.59,25.48
"13",98.63,86.01,75.55,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,2,3.9,10.6,24,20.49,29.38
"14",104.26,87.47,75.15,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.24,10.98,0,2,0,10.6,24,16.05,29.38
"15",104.26,87.47,75.15,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.24,10.98,0,2,0,10.6,14,16.05,29.38
"16",99.22,89.89,75.08,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.415,11.609,0,2,0,10.6,11.8,16.05,27.18
"17",94.9,90.64,74.88,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.59,12.238,0,2,0,10.6,11.4,10.6,26.09
"18",91.23,90.59,74.72,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.765,12.867,0,2,0,10.6,11.4,10.6,21.29
"19",87.72,89.4,74.78,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,1.94,13.496,5.62,2,0.1,4,10.7,9.52,26.11
"20",87.09,87.13,74.42,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.115,14.125,1.6,2,1.6,1.7,12.3,7.22,27.71
"21",88.16,86.01,74.15,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.29,14.754,3.7,2,3.7,5.4,16,10.92,26.97
"22",93.16,85.42,73.83,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.465,15.383,0,2,0,5.4,16,10.92,26.97
"23",92.64,86.29,73.84,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.64,16.012,0,2,0,5.4,16,10.92,26.97
"24",88.58,87.19,73.93,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.815,16.641,0,2,0,5.4,16,10.92,21.52
"25",79.96,84.9,73.72,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.99,17.27,7.2,2,7.2,12.6,23.2,18.12,28.72
"26",86.19,81.92,73.67,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.095,17.425,4,2,4,16.5,20.5,16.5,26.02
"27",107.49,82.77,73.54,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.2,17.58,0,2,0,14.9,16.6,14.9,22.12
"28",93.9,83.42,73.25,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.305,17.735,0,2,0,11.2,16.6,11.2,22.12
"29",93.9,83.42,73.25,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.305,17.735,0,2,0,11.2,16.6,11.2,22.12
"30",77.25,79.59,73.05,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.41,17.89,0.3,2,0.3,11.5,16.9,11.5,22.42
"31",61.51,74.65,72.63,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.506666667,18.19666667,2,2,2,13.5,18.9,13.5,24.42
"32",51.77,69.27,72.12,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.603333333,18.50333333,6.6,2,6.6,12.9,25.5,12.9,31.02
"33",49.13,64.54,71.44,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.7,18.81,4.7,2,4.7,13.6,30.1,13.6,30.1
"34",56.48,61.65,70.99,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.7825,19.47,0.8,2,0.8,14.4,29.3,14.4,29.3
"35",52.26,58.86,70.54,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.865,20.13,1.5,2,1.5,15.9,27.1,15.9,27.1
"36",42.76,54.73,69.73,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.9475,20.79,0,2,0,15.9,27.1,15.9,27.1
"37",34.69,49.98,69.01,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4.03,21.45,2.7,2,2.7,18.3,29.8,18.3,29.8
"38",29.18,44.72,67.83,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4.03,21.45,1.2,2,1.2,17.5,31,17.5,31
"39",27.18,39.99,66.53,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4.03,21.45,0,2,0,10.9,23.8,10.9,23.8
"40",26.09,36.06,65.12,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4.03,21.45,1.5,2,1.5,7.7,21.3,7.7,21.3
"41",25.44,33.19,63.5,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4.03,21.45,2.2,2,2.2,9.1,23.5,9.1,23.5
"42",25.29,32.11,62.47,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4.03,21.45,5.3,2,5.3,12.9,28.8,12.9,28.8
"43",88.66,94.67,91.26,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,3,10,10,10,0,0
"44",86.98,94.07,91.1,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,3,2.2,12.2,12.2,2.2,2.2
"45",86.5,93.28,90.81,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,1.1,3,0.4,12.6,12.6,3.3,3.3
"46",87.52,93.71,90.61,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,4.69,3,0,12.6,12.6,7.99,7.99
"47",89.4,93.78,90.58,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,3,0.8,13.4,13.4,8.79,8.79
"48",90.54,92.82,90.49,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,3,0,13.4,13.4,8.79,8.79
"49",90.92,93.25,90.41,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,4.36,3,0,13.4,13.4,13.15,13.15
"50",91.3,93.43,90.36,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,3,0,3.4,13.4,13.15,13.15
"51",91.41,93.24,90.18,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,3,0,1.2,13.4,10.95,13.15
"52",90.37,93.2,90.04,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,5.3,3,0,0.8,13.4,15.15,18.45
"53",89.4,92.71,89.88,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,0,3,0,0.8,13.4,10.46,18.45
"54",89.8,92.28,89.54,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,3,6.7,6.7,20.1,16.36,25.15
"55",95.15,91.41,89.47,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,3,3.9,10.6,24,20.26,29.05
"56",103.76,91.37,89.25,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.47,11.55,0,3,0,10.6,24,15.9,29.05
"57",103.76,91.37,89.25,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.47,11.55,0,3,0,10.6,14,15.9,29.05
"58",102.84,92.81,88.89,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.622,12.111,0,3,0,10.6,11.8,15.9,26.85
"59",99.42,92.98,88.46,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.774,12.672,0,3,0,10.6,11.4,10.6,25.75
"60",94.77,92.99,88.45,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.926,13.233,0,3,0,10.6,11.4,10.6,21.06
"61",88.08,91.87,88.33,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,2.078,13.794,5.43,3,0.1,4,10.7,9.33,25.69
"62",83.9,89.78,88.04,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.23,14.355,1.6,3,1.6,1.7,12.3,7.03,27.29
"63",83.54,88.76,87.88,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.382,14.916,3.7,3,3.7,5.4,16,10.73,26.63
"64",83.84,89.33,87.55,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.534,15.477,0,3,0,5.4,16,10.73,26.63
"65",82.08,88,87.22,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.686,16.038,0,3,0,5.4,16,10.73,26.63
"66",74.79,86.66,87.07,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.838,16.599,0,3,0,5.4,16,10.73,21.33
"67",62.43,82.73,87.01,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,2.99,17.16,7.2,3,7.2,12.6,23.2,17.93,28.53
"68",62.48,79.61,86.83,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.13,17.47,4,3,4,16.5,20.5,16.5,25.83
"69",71.88,78.06,86.41,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.27,17.78,0,3,0,14.9,16.6,14.9,21.93
"70",65.96,75.59,86.38,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.41,18.09,0,3,0,11.2,16.6,11.2,21.93
"71",65.96,75.59,86.38,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.41,18.09,0,3,0,11.2,16.6,11.2,21.93
"72",55.82,71.46,86.25,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.55,18.4,0.3,3,0.3,11.5,16.9,11.5,22.23
"73",47.91,66.79,85.86,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.6,18.55,2,3,2,13.5,18.9,13.5,24.23
"74",43.04,63.09,85.25,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.65,18.7,6.6,3,6.6,12.9,25.5,12.9,30.83
"75",42.97,60.55,84.46,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.7,18.85,4.7,3,4.7,13.6,30.1,13.6,30.1
"76",47.22,59.54,83.88,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.7825,19.495,0.8,3,0.8,14.4,29.3,14.4,29.3
"77",45.95,57.37,83.22,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.865,20.14,1.5,3,1.5,15.9,27.1,15.9,27.1
"78",40.81,54.34,82.44,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.9475,20.785,0,3,0,15.9,27.1,15.9,27.1
"79",35.02,50.31,81.69,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4.03,21.43,2.7,3,2.7,18.3,29.8,18.3,29.8
"80",30.6,45.41,80.26,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4.03,21.43,1.2,3,1.2,17.5,31,17.5,31
"81",27.86,40.8,78.74,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4.03,21.43,0,3,0,10.9,23.8,10.9,23.8
"82",26.2,36.96,76.9,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4.03,21.43,1.5,3,1.5,7.7,21.3,7.7,21.3
"83",25.31,34.43,74.94,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4.03,21.43,2.2,3,2.2,9.1,23.5,9.1,23.5
"84",25.07,34.31,73.69,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4.03,21.43,5.3,3,5.3,12.9,28.8,12.9,28.8
"85",78.11,85.33,74.84,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,5,10,10,10,0,0
"86",76.08,84.64,74.61,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,5,2.2,12.2,12.2,2.2,2.2
"87",76.06,83.87,74.35,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,1.12,5,0.4,12.6,12.6,3.32,3.32
"88",77.67,84.38,74.31,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,5.01,5,0,12.6,12.6,8.33,8.33
"89",81.34,84.78,74.28,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,5,0.8,13.4,13.4,9.13,9.13
"90",83.26,83.91,74.04,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,5,0,13.4,13.4,9.13,9.13
"91",83.54,84.27,73.93,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,4.44,5,0,13.4,13.4,13.57,13.57
"92",84.86,84.62,73.73,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,5,0,3.4,13.4,13.57,13.57
"93",85.75,84.57,73.53,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,5,0,1.2,13.4,11.37,13.57
"94",84.61,84.58,74.14,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,5.43,5,0,0.8,13.4,15.68,19
"95",90.33,84.14,73.34,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,13.18,5,0,0.8,13.4,23.85,32.18
"96",165.87,88.25,72.99,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,5,6.7,6.7,20.1,29.75,38.88
"97",182.2,113.23,72.64,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,5,3.9,10.6,24,33.65,42.78
"98",141.69,125.93,72.67,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.41,11.57,0,5,0,10.6,24,29.21,42.78
"99",141.69,125.93,72.67,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.41,11.57,0,5,0,10.6,14,29.21,42.78
"100",127.12,124.53,73.63,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.558,12.095,0,5,0,10.6,11.8,29.21,40.58
"101",116.46,120.25,74.77,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.706,12.62,0,5,0,10.6,11.4,23.78,39.46
"102",109.53,117.99,76.01,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.854,13.145,0,5,0,10.6,11.4,10.6,34.45
